Day,0.0bxm_0.0otv_1.0znv,0.0bxm_0.1otv_0.9znv,0.0bxm_0.2otv_0.8znv,0.0bxm_0.3otv_0.7znv,0.0bxm_0.4otv_0.6znv,0.0bxm_0.5otv_0.5znv,0.0bxm_0.6otv_0.4znv,0.0bxm_0.7otv_0.3znv,0.0bxm_0.8otv_0.2znv,0.0bxm_0.9otv_0.1znv,0.0bxm_1.0otv_0.0znv,0.1bxm_0.0otv_0.9znv,0.1bxm_0.1otv_0.8znv,0.1bxm_0.2otv_0.7znv,0.1bxm_0.3otv_0.6znv,0.1bxm_0.4otv_0.5znv,0.1bxm_0.5otv_0.4znv,0.1bxm_0.6otv_0.3znv,0.1bxm_0.7otv_0.2znv,0.1bxm_0.8otv_0.1znv,0.1bxm_0.9otv_0.0znv,0.2bxm_0.0otv_0.8znv,0.2bxm_0.1otv_0.7znv,0.2bxm_0.2otv_0.6znv,0.2bxm_0.3otv_0.5znv,0.2bxm_0.4otv_0.4znv,0.2bxm_0.5otv_0.3znv,0.2bxm_0.6otv_0.2znv,0.2bxm_0.7otv_0.1znv,0.2bxm_0.8otv_0.0znv,0.3bxm_0.0otv_0.7znv,0.3bxm_0.1otv_0.6znv,0.3bxm_0.2otv_0.5znv,0.3bxm_0.3otv_0.4znv,0.3bxm_0.4otv_0.3znv,0.3bxm_0.5otv_0.2znv,0.3bxm_0.6otv_0.1znv,0.3bxm_0.7otv_0.0znv,0.4bxm_0.0otv_0.6znv,0.4bxm_0.1otv_0.5znv,0.4bxm_0.2otv_0.4znv,0.4bxm_0.3otv_0.3znv,0.4bxm_0.4otv_0.2znv,0.4bxm_0.5otv_0.1znv,0.4bxm_0.6otv_0.0znv,0.5bxm_0.0otv_0.5znv,0.5bxm_0.1otv_0.4znv,0.5bxm_0.2otv_0.3znv,0.5bxm_0.3otv_0.2znv,0.5bxm_0.4otv_0.1znv,0.5bxm_0.5otv_0.0znv,0.6bxm_0.0otv_0.4znv,0.6bxm_0.1otv_0.3znv,0.6bxm_0.2otv_0.2znv,0.6bxm_0.3otv_0.1znv,0.6bxm_0.4otv_0.0znv,0.7bxm_0.0otv_0.3znv,0.7bxm_0.1otv_0.2znv,0.7bxm_0.2otv_0.1znv,0.7bxm_0.3otv_0.0znv,0.8bxm_0.0otv_0.2znv,0.8bxm_0.1otv_0.1znv,0.8bxm_0.2otv_-0.0znv,0.9bxm_0.0otv_0.1znv,0.9bxm_0.1otv_-0.0znv,1.0bxm_0.0otv_0.0znv
82,0.9007016017137671,0.9006113250234158,0.9005401007407172,0.9004847301236921,0.9004429650139267,0.9004132834384974,0.9003947467659587,0.9003867382943282,0.9003893562316206,0.9004028407440222,0.9004279939106917,0.9004228207239746,0.9003699322571689,0.900328138928761,0.9002957069315487,0.9002714277771972,0.90025448340017,0.9002443981950223,0.9002409957255733,0.9002443748485768,0.9002548150607669,0.9002581457629474,0.900226795081834,0.9002019574234853,0.9001826825457975,0.9001683210642858,0.9001584510257655,0.9001528535115914,0.9001514901325929,0.9001544871692768,0.900160956006574,0.9001420111609206,0.900126923489898,0.9001151761309774,0.9001064201056331,0.90010044534821,0.9000971602040279,0.9000965825004775,0.900103530390881,0.9000917336616694,0.9000822557585821,0.9000748154378222,0.9000692287080762,0.9000653874673868,0.9000632633232719,0.9000694458684981,0.9000617840272179,0.9000555494411205,0.9000505871798153,0.9000467977369684,0.9000441300562158,0.9000490236888432,0.9000437764327076,0.9000394381680117,0.9000359190490907,0.9000331656419999,0.9000365879929612,0.9000327753948824,0.9000295665062671,0.900026907711497,0.900028825568163,0.9000258881531888,0.9000233724577076,0.9000238089883958,0.9000214252183131,0.9000204180602196
83,0.9007497348795389,0.9006516688498728,0.900574524444719,0.9005147271273644,0.9004697715995106,0.900437967625913,0.9004182782373344,0.9004100360993695,0.9004133562256724,0.9004285267965724,0.9004564553655159,0.9004485261541846,0.9003915193745105,0.9003465986169775,0.9003118403409017,0.9002859080912582,0.900267902012014,0.900257302940761,0.9002539235043036,0.9002578814353636,0.9002694989881139,0.900271904582625,0.9002383697248868,0.9002118723487269,0.9001913668604947,0.9001761411345702,0.900165735279579,0.9001599133695634,0.9001586383494224,0.9001620548864803,0.9001684214424742,0.9001483024623798,0.900132318620859,0.9001199058286058,0.900110684793156,0.9001044286515075,0.9001010403270816,0.9001005426062474,0.9001077121332287,0.900095264644319,0.9000852848764762,0.9000774683420681,0.9000716166588154,0.9000676143736195,0.9000654323143322,0.9000719238746305,0.9000638816553598,0.9000573485027425,0.9000521579273154,0.9000482034629176,0.9000454309890885,0.900050615632262,0.9000451284687423,0.9000405973701776,0.900036926441594,0.9000340587556684,0.9000377112511226,0.9000337331984544,0.9000303878259298,0.9000276181151512,0.9000296907111998,0.900026628929748,0.9000240082704247,0.9000245215576271,0.9000220376069693,0.9000210311486635
84,0.90080119124886,0.900694681337621,0.9006111393643655,0.9005465728293431,0.9004981913910364,0.9004641190091919,0.9004432107349014,0.9004347447355718,0.9004388554959355,0.9004558860932427,0.9004868623894643,0.9004758010144542,0.9004143659570666,0.9003660925374912,0.900328847859778,0.9003011547823226,0.9002820239795226,0.9002708890241984,0.9002675512187043,0.9002721498024027,0.9002850550946426,0.9002863967549626,0.9002505323032892,0.9002222697447895,0.9002004591842072,0.9001843201280708,0.9001733515806688,0.9001672994285608,0.9001661284900202,0.9001700039825642,0.9001762312483584,0.900154869671805,0.9001379398369546,0.9001248264496915,0.900115117487742,0.9001085680696496,0.9001050754612596,0.9001046680662383,0.900112061509794,0.9000989300790608,0.9000884239814694,0.9000802137457833,0.9000740855859778,0.9000699162501014,0.9000676758377011,0.9000744906678924,0.900066050836582,0.9000592060768242,0.9000537775728177,0.9000496514651731,0.9000467704087057,0.9000522612611986,0.900046524165595,0.900041792371891,0.9000379635746322,0.900034977150496,0.9000388720113447,0.9000347218321031,0.9000312345582316,0.900028349575231,0.9000305851175319,0.9000273939781279,0.9000246642017078,0.9000252584523868,0.9000226702843279,0.9000216650524236
85,0.900856201269022,0.9007405390800635,0.9006500845299704,0.9005803804679273,0.9005283207278695,0.9004918241897103,0.9004696273923591,0.9004609498735566,0.9004659486147467,0.900485029313765,0.9005193504243941,0.9005047414870502,0.9004385454364848,0.9003866783719291,0.90034677649586,0.9003172080685081,0.9002968859318777,0.9002851923957659,0.9002819170695113,0.9002872236374226,0.9003015363704303,0.9003016613973855,0.900263312564441,0.9002331729050715,0.9002099784827348,0.9001928743378022,0.9001813149575377,0.9001750267880412,0.9001739771367533,0.9001783541539824,0.9001844012410495,0.9001617247865729,0.900143796498704,0.9001299455895995,0.900119724713137,0.9001128696675372,0.9001092718208543,0.9001089659193094,0.9001165851938405,0.9001027350405166,0.9000916770249893,0.9000830548342471,0.9000766382000488,0.9000722955996713,0.9000699964661385,0.9000771494385055,0.9000682940260322,0.9000611240814571,0.9000554476501417,0.9000511430212682,0.9000481494571555,0.9000539624306425,0.900047964977522,0.9000430243194022,0.9000390313605061,0.9000359215676551,0.9000400715665963,0.9000357423252,0.9000321075218806,0.9000291027430153,0.9000315097895497,0.9000281841020746,0.9000253408937943,0.9000260204851409,0.9000233239026224,0.9000223204410985
86,0.900915011351221,0.9007894302978962,0.9006915077174674,0.9006162701382417,0.9005602616281406,0.9005211748186744,0.9004976162362904,0.9004887423750398,0.9004947361432746,0.9005160745155407,0.9005540644224728,0.9005354496514196,0.900464135508025,0.900408416992969,0.9003656757569537,0.9003341102519592,0.9003125263869108,0.9003002508953386,0.9002970613510177,0.9003031491607247,0.9003189990693198,0.9003177397115188,0.9002767417517415,0.9002446062362023,0.9002199445921617,0.9002018207866491,0.9001896411125205,0.9001831112464743,0.9001822016845941,0.9001871261325952,0.9001929479595775,0.9001688803204267,0.9001498983489507,0.9001352711408777,0.9001245132423136,0.9001173397432872,0.9001136358699408,0.9001134435086452,0.9001212901217834,0.9001066847929637,0.900095048098856,0.9000859949006,0.9000792773009354,0.9000747550079131,0.9000723968613898,0.9000799034908962,0.9000706137632335,0.9000631044979035,0.9000571697412656,0.9000526794472747,0.9000495693102385,0.9000557210603222,0.9000494524078174,0.9000442943963807,0.900040130740091,0.9000368927703865,0.9000413112548549,0.9000367957415877,0.9000330075620112,0.9000298782901336,0.9000324657640267,0.9000290001318005,0.900026039009289,0.9000268084954808,0.9000239991350065,0.9000229980062484
87,0.9009778849617713,0.9008415555916605,0.9007355659871852,0.9006543691976948,0.9005941221152776,0.9005522678847446,0.9005272704681682,0.9005182186038455,0.9005253250086183,0.9005491476240769,0.9005911595122689,0.9005680338429675,0.9004912183750253,0.900431372637943,0.9003855977813923,0.9003519058250153,0.9003289858469284,0.9003161043505357,0.9003130265655195,0.9003199752721182,0.9003375029107433,0.9003346750935166,0.9002908526789443,0.9002565953104804,0.9002303782580671,0.9002111772594725,0.900198346451884,0.9001915693334778,0.9001908203812091,0.9001963417406535,0.9002018886978368,0.9001763493254906,0.9001562555281616,0.9001408113047082,0.9001294901069239,0.9001219848370625,0.9001181743324175,0.9001181084951982,0.9001261835034493,0.9001107847971499,0.9000985414400788,0.9000890373495416,0.9000820057805686,0.9000772971457994,0.9000748797772218,0.9000827562480758,0.9000730126749291,0.900065149372657,0.9000589454779616,0.9000542620991691,0.9000510311784099,0.9000575391368213,0.9000509880104,0.9000456038251381,0.9000412626836334,0.9000378915446677,0.9000425924607738,0.9000378831808217,0.9000339355512094,0.9000306769091497,0.9000334541131704,0.9000298429248635,0.9000267592318161,0.9000276233510279,0.9000246966762804,0.9000236984620954
88,0.9010451037847448,0.9008971287407148,0.9007824262541679,0.9006948126941442,0.9006300165623053,0.9005852060173323,0.9005586887626126,0.900549480754976,0.9005578289041005,0.9005843829553537,0.9006308017105389,0.9006026090330639,0.9005198810069237,0.900455613091577,0.9004065974749839,0.9003706415822009,0.9003463068991291,0.9003327946800855,0.9003298575439397,0.9003377537066539,0.9003571112939254,0.9003525132501108,0.9003056798081062,0.9002691669206512,0.9002413011764334,0.9002209623365748,0.9002074481170175,0.9002004183434927,0.9001998523689853,0.9002060239483397,0.9002112415387452,0.9001841454150381,0.9001628785903554,0.9001465746028698,0.9001346626070249,0.9001268117403628,0.9001228942024329,0.9001229688716196,0.9001312728327259,0.9001150407174024,0.9001021614358581,0.9000921857013399,0.9000848266259945,0.9000799247724373,0.90007744806263,0.9000857112559548,0.9000754934780861,0.9000672608195539,0.9000607765434496,0.9000558923740364,0.9000525363078713,0.9000594187160511,0.9000525733916426,0.9000469538677377,0.9000424281916136,0.9000389186998399,0.9000439166171468,0.9000390057794386,0.9000348923904475,0.9000314993141457,0.9000344759457065,0.9000307133669695,0.9000275022666757,0.9000284659483557,0.9000254172436816,0.9000244225462204
89,0.9011169689602555,0.9009563775511682,0.9008322658916867,0.900737743817824,0.9006680660547904,0.9006200978062626,0.9005919755825267,0.9005826372027073,0.9005923687141866,0.9006219237722188,0.9006731686827293,0.9006392972314461,0.900550215411524,0.9004812098782536,0.9004287326547666,0.9003903667369639,0.9003645343208381,0.9003503660023374,0.900347601572912,0.9003565391993866,0.9003778915251587,0.9003713023206522,0.9003212593312886,0.900282349137123,0.9002527360363302,0.9002311954285832,0.900216964016787,0.9002096763710467,0.9002093177290931,0.9002161969294932,0.9002210253898933,0.9001922827871865,0.9001697785196872,0.9001525698900571,0.9001400383210949,0.9001318275056295,0.9001278027552557,0.9001280329767304,0.9001365658986134,0.9001194584291538,0.9001059126288699,0.9000954435957882,0.9000877429226918,0.900082640737968,0.900080104665183,0.9000887721876253,0.9000780589830335,0.9000694410219964,0.9000626646740115,0.9000575717111569,0.9000540859816942,0.900061361925839,0.900054210212261,0.900048345827262,0.9000436282957591,0.9000399750694144,0.900045285206412,0.9000401647121979,0.900035879009896,0.9000323462414177,0.9000355324081712,0.9000316123730786,0.9000282688414912,0.9000293372138897,0.9000261615775607,0.9000251710204548
90,0.9011938024027234,0.9010195447554509,0.9008852733696104,0.900783314378527,0.9007083987733087,0.9006570581385152,0.900627241511388,0.9006178028687178,0.9006290729653785,0.9006619228768421,0.9007184505553373,0.9006782279122227,0.9005823189222265,0.9005082384642275,0.9004520641998801,0.900411133043444,0.9003837151898577,0.9003688647491794,0.9003663085286516,0.9003763896594338,0.9003999150589236,0.9003910930054398,0.9003376292561847,0.900296171367777,0.9002647065644361,0.9002418968128026,0.9002269128612971,0.9002193623476005,0.9002192375276732,0.9002268861320013,0.9002312600207266,0.9002007762496291,0.9001769667476736,0.9001588063665773,0.9001456251164186,0.9001370394561314,0.9001329075585979,0.9001333095106492,0.9001420707966942,0.9001240440267807,0.9001097997227606,0.9000988147961096,0.9000907578578234,0.9000854479865771,0.9000828526344535,0.9000919428478213,0.9000807120966869,0.9000716922352796,0.9000646116606331,0.9000593015932413,0.9000556815209131,0.9000633709684703,0.9000559001891612,0.900049781049253,0.9000448640600992,0.9000410615118818,0.9000466997624388,0.9000413611933396,0.9000368963698032,0.9000332184502265,0.9000366246862982,0.9000325408884186,0.9000290597070424,0.9000302381050796,0.9000269304420363,0.9000259446716865
91,0.9012759482035394,0.9010868889662309,0.9009416489293348,0.9008316853088572,0.900751150396324,0.9006962085528386,0.900664603603397,0.9006550996113044,0.9006680783044966,0.9007045432413318,0.9007668507834272,0.9007195384647512,0.9006162945009623,0.9005367784702731,0.9004766562098759,0.9004329949241634,0.9004038990001838,0.9003883397856299,0.9003860310179634,0.9003973663538719,0.9004232577536757,0.9004119387006388,0.9003548294958403,0.900310664420494,0.9002772375714787,0.9002530876710977,0.9002373141971961,0.9002294960800188,0.9002296338642987,0.9002381183521464,0.9002419661013529,0.900209641245415,0.9001844551710592,0.9001652935915223,0.9001514311598808,0.9001424551961938,0.9001382164843785,0.9001388075506235,0.9001477959410344,0.9001288038316637,0.9001138275877807,0.9001023031929962,0.9000938747234479,0.9000883495595753,0.9000856951255468,0.9000952271776395,0.900083455825858,0.900074016788981,0.9000666193507322,0.9000610835478396,0.9000573242856178,0.9000654481232357,0.9000576450973053,0.9000512609231773,0.9000461365819961,0.9000421789113903,0.9000481618724482,0.9000425964779064,0.9000379454615229,0.9000341167235365,0.9000377540063816,0.9000334998893641,0.9000298756380256,0.9000311696114652,0.9000277246257667,0.9000267443125689
92,0.9013637741226868,0.9011586856874285,0.9010016052970226,0.9008830271947695,0.9007964645243858,0.9007376776130859,0.900704185752546,0.9006946566367727,0.9007095300058747,0.9007499586787848,0.9008185870767793,0.9007633746706968,0.9006522510576062,0.9005669138952589,0.9005025761708093,0.9004560096041848,0.9004251377832945,0.9004088425354632,0.9004068245267596,0.9004195341021369,0.9004480001431701,0.9004338956401041,0.9003729019626582,0.9003258605684958,0.9002903550006618,0.900264790129362,0.900248188444504,0.9002400982907626,0.9002405299228086,0.9002499218004915,0.9002531652430648,0.9002188938797631,0.9001922561703626,0.9001720414964646,0.9001574649291586,0.9001480826218364,0.9001437377209426,0.9001445365675573,0.9001537500765345,0.9001337444004819,0.9001180012665774,0.9001059128088769,0.9000970969198557,0.9000913485985566,0.9000886354027496,0.9000986292594549,0.9000862932806757,0.9000764170894101,0.9000686896499642,0.9000629191487705,0.9000590156760967,0.9000675957491021,0.9000594467716712,0.9000527868838596,0.9000474469931727,0.9000433281784389,0.9000496731789026,0.9000438718631328,0.9000390273085928,0.900035041868741,0.9000389216366261,0.9000344903843793,0.9000307174337193,0.9000321327556103,0.9000285449427957,0.9000275707823117
93,0.901457673174016,0.901235228385132,0.9010653684369524,0.9009375208346868,0.9008444931265805,0.9007816013011112,0.9007461190816659,0.9007366109341396,0.9007535825091073,0.9007983545572052,0.900873892388338,0.9008098912086375,0.9006903037866615,0.9005987333511434,0.9005298951294358,0.9004802372517557,0.9004474862352252,0.9004304271131104,0.900428747576459,0.9004429614815318,0.900474227724216,0.9004570230444381,0.9003918906668643,0.9003417936185992,0.9003040859781631,0.900277027298635,0.900259556934974,0.9002511906599037,0.9002519500246087,0.9002623261688363,0.9002648800406429,0.9002285509479391,0.900200382629139,0.9001790603996679,0.9001637352242995,0.9001539299318214,0.9001494797857617,0.9001505064432439,0.9001599422917421,0.9001388725338122,0.9001223259801887,0.9001096478023579,0.9001004279590881,0.9000944483486598,0.900091676843317,0.9001021533219701,0.9000892276781316,0.900078895622133,0.9000708245240813,0.9000648100175129,0.900060757134037,0.9000698162875349,0.9000613071093131,0.9000543604129385,0.9000487964607887,0.9000445102507029,0.9000512353813813,0.9000451886898783,0.9000401429677862,0.9000359947184131,0.9000401288885529,0.9000355134151227,0.900031585918711,0.9000331285941348,0.9000293922333977,0.9000284249475932
94,0.9015580653089589,0.9013168296213014,0.9011331783468025,0.9009953578285324,0.9008953970101938,0.9008281234300726,0.9007905423523286,0.9007811077343143,0.9008003999890275,0.9008499285588217,0.9009330159688147,0.900859252187628,0.9007305745220391,0.900632330309894,0.9005586878758558,0.9005057411254553,0.9004710018496784,0.9004531504620877,0.9004518618886544,0.9004677210443948,0.9005020312618032,0.9004813832776191,0.900411841819635,0.9003584989825014,0.9003184588657769,0.9002898233179298,0.9002714419520433,0.9002627958690325,0.9002639196845544,0.9002753627097191,0.9002771341164976,0.9002386299642643,0.9002088479539873,0.9001863610208022,0.9001702511797038,0.9001600056391029,0.9001554515386436,0.9001567274883356,0.9001663820321465,0.9001441952850615,0.9001268071342605,0.9001135124727742,0.9001038714685893,0.900097652161945,0.9000948229413928,0.9001058037454095,0.9000922623457515,0.9000814549545887,0.9000730260008304,0.9000667578246143,0.9000625501437572,0.9000721122654196,0.9000632280714934,0.9000559830403977,0.9000501861885714,0.9000457260939162,0.9000528502385308,0.9000465483440938,0.9000412935301648,0.9000369761310996,0.9000413771184843,0.9000365700576134,0.9000324819437483,0.9000341582189114,0.9000302673649044,0.9000293077035045
95,0.9016653992035292,0.9014038222531711,0.9012052898967069,0.9010567411978648,0.9009493463145408,0.9008773960789906,0.9008376023964605,0.900828300994976,0.9008501569596488,0.900904891487421,0.9009962244914783,0.9009116317111733,0.9007731921107752,0.9006678033628459,0.9005890331349573,0.9005325877281722,0.900495745057441,0.9004770725002439,0.9004762325584553,0.9004938895475139,0.9005315071125903,0.9005070420115571,0.9004328039410834,0.9003760137512302,0.9003335033157867,0.900303203398836,0.9002838667724794,0.900274937647127,0.9002764656695392,0.9002890643240793,0.9002899521667221,0.9002491491923079,0.9002176660953175,0.9001939544961821,0.9001770222765363,0.9001663185826823,0.9001616621954668,0.9001632104611047,0.9001730791139715,0.900149719969722,0.900131450325477,0.9001175112648534,0.9001074311949439,0.9001009635008793,0.9000980773120592,0.9001095850669002,0.9000954007253867,0.9000840977387934,0.9000752961719081,0.9000687642911676,0.9000643962334673,0.9000744862980624,0.9000652116858648,0.9000576563461705,0.9000516174179842,0.9000469767027393,0.9000545195701305,0.9000479522583358,0.9000424801221776,0.900037986992142,0.9000426677290895,0.9000376614233722,0.9000334063866183,0.9000352227583105,0.9000311712325562,0.9000302199744707
96,0.9017801541534612,0.9014965607012848,0.9012819737139272,0.9011218860383173,0.9010065210299365,0.900929580049446,0.9008874545706018,0.9008783539123895,0.900903038913858,0.9009634681264198,0.9010638032513432,0.900967214473121,0.9008182928065569,0.9007052564930408,0.9006210137670216,0.9005608469683016,0.900521779372368,0.9005022562721422,0.9005019282369285,0.9005215481944444,0.900562757567804,0.9005340683989376,0.9004548279733099,0.9003943767728813,0.9003492503281508,0.9003171938719622,0.900296855709789,0.9002876408184629,0.9002896160599178,0.9003034656502863,0.9003033600091409,0.900260127676305,0.9002268515689037,0.9002018523945567,0.9001840583555842,0.9001728779398914,0.900168121342455,0.900169966587025,0.9001800437384799,0.9001554541749415,0.9001362613481986,0.9001216487735343,0.9001111110077046,0.9001043859419279,0.9001014436955191,0.9001135019860566,0.9000986463771283,0.9000868267141315,0.9000776371949827,0.9000708311903596,0.9000662969765549,0.90007694109228,0.9000672600487207,0.900059381961795,0.900053091429424,0.9000482631016102,0.9000562452592402,0.9000494019133309,0.9000437039068182,0.9000390282145201,0.9000440021709691,0.9000387886605582,0.900034360153009,0.9000363233784169,0.9000321047604004,0.9000311627151786
97,0.9019028420823283,0.9015954222890635,0.9013635171149813,0.9011910202056391,0.9010671115427664,0.9009848453452944,0.9009402632338278,0.900931439461444,0.900959243000728,0.9010258981505171,0.9011360574431466,0.9010261963870076,0.9008660206839401,0.9007447993610883,0.9006547169778614,0.9005905923284796,0.9005491715442017,0.9005287681089033,0.9005290213230805,0.9005507828914283,0.9005958912166409,0.9005625352547323,0.9004779673987297,0.9004136287337726,0.9003657323100883,0.9003318222352885,0.9003104341594506,0.9003009313526535,0.9003034003138969,0.9003186031542885,0.9003173846334325,0.9002715852738308,0.9002364194782522,0.9002100667334783,0.900191369630572,0.9001796932391319,0.900174838951014,0.9001770075792088,0.900187286506815,0.9001614057694224,0.9001412462013163,0.9001259297489564,0.9001149149033448,0.9001079231792548,0.9001049259614244,0.9001175593707673,0.9001020029833527,0.9000896447102327,0.9000800512957821,0.9000729603490606,0.9000682539929162,0.9000794794496039,0.9000693753273251,0.9000611615721064,0.9000546095434463,0.9000495863456296,0.9000580292544053,0.9000508988395993,0.9000449660848232,0.9000401007397123,0.9000453819442833,0.9000399529551582,0.9000353441773675,0.9000374612842531,0.9000330689022276,0.9000321369115495
98,0.9020340096674131,0.9017008086567814,0.9014502250870486,0.9012643850366121,0.9011313192076279,0.9010433716762929,0.9009962022503486,0.900987740965228,0.9010189787423784,0.9010924370938869,0.9012133135226862,0.901088785250438,0.9009165280741712,0.9007865476051155,0.9006902345388617,0.9006219010421013,0.9005779917184906,0.9005566777958278,0.9005575881658378,0.900581684517635,0.9006310233313176,0.9005925192467659,0.9005022783638937,0.9004338122431441,0.900382983138151,0.9003471172044952,0.9003246286460275,0.9003148364169113,0.9003178493350283,0.9003345152244813,0.9003320542534118,0.90028354268978,0.9002463855378131,0.9002186099962631,0.9001989667019463,0.900186774373079,0.9001818253931514,0.9001843456597254,0.900194818435389,0.9001675829136692,0.900146411095337,0.9001303591016139,0.9001188470093473,0.9001115790285412,0.9001085281133506,0.9001217622631718,0.9001054743529051,0.9000925546499421,0.9000825407702467,0.9000751536494461,0.9000702689503277,0.900082104269604,0.9000715597623273,0.9000629969169809,0.9000561731220332,0.9000509475214913,0.9000598735719234,0.9000524446191301,0.9000462678958979,0.9000412055385849,0.9000468086004353,0.9000411555322381,0.9000363594238047,0.9000386377210619,0.9000340646425307,0.9000331435817631
99,0.9021742405879604,0.901813147252751,0.9015424213204284,0.9013422361060439,0.9011993569474864,0.9011053489865132,0.9010554555177802,0.9010474526954797,0.9010824687923741,0.9011633573779688,0.9012959206562582,0.9011552014461053,0.9009699760235264,0.9008306231553537,0.900727663017306,0.9006548542778824,0.9006083136038928,0.9005860587481256,0.900587709276494,0.9006143492104487,0.9006682762749628,0.9006241010957377,0.9005278198090306,0.9004549719215361,0.9004010382228749,0.9003631087653412,0.900339466872234,0.9003293844306257,0.9003329955429402,0.9003512422732804,0.9003473983615521,0.9002960215117023,0.9002567660970673,0.9002274951495609,0.9002068605711412,0.9001941316123643,0.9001890914575027,0.9001919935818458,0.9002026509718453,0.9001739940706015,0.9001517624597088,0.9001349419076684,0.9001229115884217,0.9001153574309245,0.9001122542934271,0.9001261158858423,0.9001090644254238,0.9000955595523888,0.9000851079867458,0.9000774130306641,0.9000723435658554,0.9000848185533297,0.9000738156702592,0.9000648897931434,0.900057783569905,0.9000523477484491,0.9000617802981918,0.9000540408871094,0.900047610619975,0.9000423436123116,0.900048283743819,0.900042397657241,0.900037406887041,0.9000398539756552,0.9000350929974895,0.9000341837773121
100,0.9023241579002335,0.9019328929044148,0.9016404492937665,0.9014248440210157,0.9012714498827801,0.9011709780084112,0.9011182175220734,0.9011107805052785,0.9011499497376939,0.9012389494020092,0.9013842522630868,0.90122567868108,0.9010265347751091,0.900877154563946,0.9007671040173699,0.9006895373327695,0.9006402146471464,0.9006169881950928,0.9006194695521187,0.9006488786665715,0.900707779933602,0.9006573657851122,0.9005546536035322,0.9004771544929879,0.9004199345761006,0.9003798282281629,0.9003549777700316,0.9003446051223448,0.9003488729474606,0.9003688268447562,0.9003634477858332,0.900309044246542,0.9002675781655134,0.9002367356615468,0.9002150626553475,0.900201775619751,0.900196648365989,0.9001999646532499,0.9002107960116079,0.9001806480165374,0.9001573069503906,0.9001396834144249,0.9001271130428495,0.9001192624570632,0.9001161087871227,0.9001306256481805,0.9001127772758085,0.9000986625361522,0.9000877553883618,0.9000797404905557,0.9000744796073048,0.9000876254068633,0.9000761454461088,0.9000668420560338,0.9000594423358718,0.9000537881793037,0.9000637515921429,0.9000556893337056,0.9000489955785158,0.9000435159933216,0.9000498090336263,0.900043680637316,0.9000384875933877,0.9000411113778111,0.9000361550159848,0.9000352585840842
101,0.9024844265434725,0.9020605294718681,0.9017446734136719,0.9015124952535184,0.9013478359903666,0.9012404708434086,0.9011846939200997,0.9011779424953564,0.9012216729463464,0.9013195226995866,0.9014787076557788,0.9013004647660144,0.9010863842750381,0.9009262773505363,0.9008086644321646,0.9007260398335192,0.9006737762160008,0.90064954737309,0.9006529585104267,0.9006853804597373,0.9007496721735399,0.9006924027813014,0.9005828446876252,0.9005004088811965,0.9004397108810579,0.9003973082845691,0.9003711915538336,0.9003605295892615,0.9003655172262849,0.9003873137272908,0.9003802347490083,0.9003226343588339,0.9002788394385868,0.900246345520765,0.9002235848027986,0.9002097174648196,0.9002045077911247,0.9002082727602416,0.9002192659150421,0.9001875538525574,0.9001630514576708,0.9001445890459837,0.9001314559189559,0.9001232983113265,0.9001200960281932,0.9001352971530365,0.9001166171188384,0.9001018668225328,0.9000904854952467,0.900082138087432,0.9000766788947103,0.9000905280449947,0.9000785515659835,0.9000688556217371,0.9000611509142277,0.9000552700014114,0.9000657896877646,0.9000573917059154,0.9000504241358587,0.9000447237462754,0.9000513861857115,0.9000450058226828,0.9000396026017454,0.9000424113017019,0.9000372517806471,0.9000363691234726
102,0.9026557559804642,0.9021965715861331,0.9018554802102329,0.9016054930125466,0.901428766793165,0.9013140515698138,0.9012551021508851,0.9012491697154186,0.9012979054627552,0.9014054071644367,0.9015797137839623,0.9013798224359169,0.9011497147039692,0.9009781343642226,0.9008524567072247,0.9007644559472547,0.9007090837903983,0.9006838217276815,0.900688270536636,0.9007239683758732,0.9007940993254971,0.900729306264569,0.9006124612204597,0.9005247863097774,0.9004604075653112,0.9004155830664067,0.900388139775892,0.9003771903593041,0.900382965806345,0.9004067500714208,0.9003977929303786,0.9003368163104023,0.9002905683245401,0.9002563392556404,0.9002324393085892,0.900217968639184,0.9002126818740026,0.9002169323930097,0.9002280735252438,0.9001947210162631,0.900169003114245,0.900149664409073,0.9001359449117223,0.9001274693361152,0.9001242206037977,0.9001401362035597,0.9001205883139424,0.9001051757389253,0.900093300907053,0.9000846079419025,0.900078943301868,0.9000935297950254,0.9000810365898598,0.9000709324689711,0.9000629108461841,0.9000567944377259,0.9000678968967044,0.9000591498094693,0.9000518977006084,0.9000459679690718,0.900053016974519,0.9000463746080438,0.9000407530046336,0.9000437551673667,0.9000383844089422,0.9000375165535277
